Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on May 17, 2024",VeronicaVeronica,yes,yes,Broken... after 6 years of heavy use.,"These scissors finally broke on me today while I tried to cut some landscaping matting. Since they are supposed to be for office use and I have spent 6 years using them for trimming vegetation and other non-paper products, I have no complaints on the longevity.",5,https://m.media-amazon.com/images/I/71+t-1Uiv0L.jpg,-,https://www.amazon.com/gp/customer-reviews/R3NWO97GDQW2AO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 7, 2024",A SmithA Smith,yes,yes,Great scissors,Great scissors for the price. Very sharp. The handle is made of sturdy materials. Wish it came in other colors but overall would recommend.,5,"https://m.media-amazon.com/images/I/61EROawE6zL.jpg , https://m.media-amazon.com/images/I/61U45zfmOfL.jpg",-,https://www.amazon.com/gp/customer-reviews/R39GJCKZ694RHO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on January 9, 2021",Pamela J. CookePamela J. Cooke,yes,yes,Fit nicely in your hand and have some heft to them,"As a family of 7 with three children and four adults, scissors are always disappearing. I have marked these for their purpose and hopefully they stay in the correct room. They are a nice weight and fit nicely in my hand.",5,https://images-na.ssl-images-amazon.com/images/I/91vxseRNL3L.jpg,-,https://www.amazon.com/gp/customer-reviews/R23U88TXBSNOIV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in Brazil on July 12, 2023",Cláudia Rosa Cláudia Rosa ,yes,yes,Muito boa,"A tesoura possui um tamanho ótimo, não é tão pequena. Muito boa para artesanato, estou usando bastante e ainda possui um bom corte. Recomendo.",5,"https://m.media-amazon.com/images/I/71aGjhG1umL.jpg , https://m.media-amazon.com/images/I/815p7Q505iL.jpg",-,-,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in Canada on September 10, 2019",♛ ZU.CINNI ♛♛ ZU.CINNI ♛,yes,yes,Very happy with my new scissors!,I needed some new scissors so when I saw this I thought it was a steal! these are fairly large scissors but very sharp and precise. It can cut multiple sheets of paper stacked together.,5,https://m.media-amazon.com/images/I/71kBjFHX1HL.jpg,-,-,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 22, 2024",C S,yes,yes,Broke in 3 months!,"I bought these based on the reviews and price. These Westcott scissors felt solid and I was initially impressed. Both broke within 3 months! The only things we used these for: cutting paper and gift wrap, opening Amazon boxes (cutting the seam where the tape is). The plastic handles broke in half. Useless waste of money. Very disappointing.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3NNX2MDBJGU7Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 5, 2024",Katherine Dols,yes,yes,I regret buying these scissors,"These scissors are not comfortable to use, they don’t open and close smoothly.  They do cut light weight fabric, but the scissors do not cut to the tip.  These scissors are going straight into the trash.",1,-,-,https://www.amazon.com/gp/customer-reviews/R397ICK9DYCYUE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on June 18, 2024",Awesome,yes,yes,Westcott 13901 8-Inch Titanium Scissors,Would be OK if they lasted more than a couple of months.  Soon the two halves fell apart.  The retaining screw goes into plastic and loosens constantly.  I threw them in the trash.,1,-,-,https://www.amazon.com/gp/customer-reviews/R3TIFVDJ5463WZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 15, 2024",Judy in CA,yes,yes,Horrible scissors for me,The way these scissors are listed on Amazon did not explain that the length referred only to the blades. The scissors and where you insert your fingers is too large and stiff. Applied a little three-in-one oil but the scissors are still too stiff.  Hoping my husband can use them.,1,-,-,https://www.amazon.com/gp/customer-reviews/R1IFOP1Q5Y29V7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RVJFNM,"Style: 8"" Crafting Scissors ""Bent"""
"Reviewed in the United States on November 7, 2023",The Voice,yes,yes,These cannot be manipulated.  I threw 2 pair away.  Please credit my account.,See above.,1,-,-,https://www.amazon.com/gp/customer-reviews/R12WMNCCZ3VZ9D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on October 23, 2023",Anon Y. Mous,yes,yes,snapped in half on second use,these are for cutting very weak items such as paper. mine snapped in half when trying to cut some rope. it is plastic reinforced in the join rather than metal,1,-,-,https://www.amazon.com/gp/customer-reviews/R1D5NASKDX2O85/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on October 9, 2023",Alan Kmiecik,yes,yes,Titanium is worthless with cheap plastic,The plastic that hold the screw that holds the scissors together broke cutting small zip tie.,1,-,-,https://www.amazon.com/gp/customer-reviews/R2H9SNRYB132NR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on September 26, 2023",Caitlin Sisson,yes,yes,Does not cut well,Not as big as I thought not as strong as I thought either. They do not cut very well,1,-,-,https://www.amazon.com/gp/customer-reviews/R2C74NOCWEVVNQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on September 20, 2023",Freely Smile,yes,yes,Was not very sharp,The scissor was not sharp even to cut yard. Very frustrating. Not happy with this purchase.,1,-,-,https://www.amazon.com/gp/customer-reviews/R29THOFP39694R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on September 11, 2023",Christine Reynolds,yes,yes,DULL!,"I bought these to use with plastic canvas, specifically to cut holes in the tops of Christmas-present tissue boxes, since my regular scissors didn't quite fit between the threads.  They're easy enough to hold and maneuver, and would be great if they would cut the plastic.  They don't.  I was hoping the ends would be sharp enough to snip the threads but no.  They don't cut normally either.  Total waste of money.",1,-,-,https://www.amazon.com/gp/customer-reviews/R31MEKRJFJQ3P4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on September 7, 2023",Ms Murray,yes,yes,Used,Package arrived opened and scissors appeared used. Disappointed.,1,-,-,https://www.amazon.com/gp/customer-reviews/R34VO5TLN5I8PP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on July 14, 2023",arko90,yes,yes,"Break easily, plastic hinge","Bought these 5 years ago, but now they're completely useless. The hinge is made of plastic and cracks very easily. Used them cracked for a few years, but they finally broke on half completely. Scissors should last a lot longer than that.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3E4R5GW9TNLD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 19, 2023",drt76,yes,yes,These do not cut,"Very disappointed.  Right out of the package these seem very dull, not able to cut through a piece of yarn in one go.",1,-,-,https://www.amazon.com/gp/customer-reviews/R2Y9R11SEZYOSZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on March 6, 2023",JR,yes,yes,"Extremely pointy tip, poor alignment","The blades themselves are not very sharp (they don’t cut well compared to standard sized scissors), however, the tips are extremely pointy and not aligned well. The misalignment causes the blades to cross at the tip and creates two very sharp points. Not the same quality as their standard sized scissors.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3J04AISU71HLZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on December 19, 2022",Amazon Customer,yes,yes,RETURNED!! Both scissor blades had a gap in between & opened/closed very jaggedly,"This is one of the few products I gave a shot despite other poor reviews as the price on this was amazing ($8.78 total) but I now see why as unfortunately, it didn't work out for me. When I opened the package, I looked at the blades, opened/closed it to test, and found it was awful, feeling very jagged as it scraped against each other the whole way through. I took a closer inspection to find there is a gap between the blades on both of them. I thought maybe I could do something to bend it straighter and looked at youtube videos for it, but realized it's more trouble than it's worth, since it's possible to break them when done incorrectly. Even if it had a bolt to adjust the tension, I still wouldn't bother to mess with it--I shouldn't have to do anything to it to make it function at its highest regard.. It did cut but it is worse than dollar store scissors! So I just gave up and decided to return them. Also for comparison, I have other Westcott scissors that open/close very smoothly, feeling truly premium and well worth the price while these are nothing like that, it's laughable even. Maybe others received a proper pair that lives up to the Westcott name, but for me, this ain't it.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3J9XZ68DGA8S3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RTSD2M,"Style: 8"" and 5"" Scissors Combo Pack"
"Reviewed in the United States on December 12, 2021",CG,yes,yes,"Cheep, flimsy, doesn’t cut well.",Waist of money.  Pair from the dollar store cuts better than these.,1,-,-,https://www.amazon.com/gp/customer-reviews/R38FO9Y8GNHGVD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on November 1, 2021",Ted,yes,yes,Ordered a 4-PACK and got a 2-PACK!,"Ordered the 4-pack and paid the price for a 4-pack, but got a 2-pack.  Did this twice.  First time, I thought it was a mistake and returned the 2-pack.  Second order of a 4-pack I  double checked everything -- I paid the 4-pack price, but still received a two pack.  This is crap, when you order 4, you should get 4, not 2!Other than that, I like the scissors.",1,-,-,https://www.amazon.com/gp/customer-reviews/R1DCWV02TGBCNK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on September 17, 2021",Amazon Customer,yes,yes,"Not actually 5""","Only 3""",1,-,-,https://www.amazon.com/gp/customer-reviews/R2B1M9QJCKKS9X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on July 18, 2021",Sofia Gakopoulos,yes,yes,Difficult to operate,Tough to separate the blades while you’re cutting.,1,-,-,https://www.amazon.com/gp/customer-reviews/R1INJUP1MGK63I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on June 28, 2021",Amazon Customer,yes,yes,Broke after one use,"I should have read the other reviews.. I’ve used the brand before and deemed them trustworthy. For the price, it obviously seemed like a good deal, but as other reviewers mentioned they broke at the glued together hinge after one use. Not like I was trying to cut concrete or anything… just the tip of my pets flea and tick medicine. Literally. So, unfortunately, I’m at a loss on this one but for the price it’s not bad. Just annoying as one cut wasn’t worth 6.99.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3A6Z4J7ZF7ZZC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 14, 2021",HuneyBunnz,yes,yes,Not even two months and they're falling apart.,"The screw keeps loosening itself every time they're used, the rubber on the handles is tearing and they're already dull.",1,-,-,https://www.amazon.com/gp/customer-reviews/R171YO081S5660/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on May 23, 2021",Jan Ellsworth,yes,yes,Handle broke after 2 months,"Loved the scissors when purchased.  Less than 2 months old.  Used to open plastic food bags, so not heavy use.  Handle broke off.",1,-,-,https://www.amazon.com/gp/customer-reviews/R5U1CSAV9TXMM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on March 13, 2021",MaJa,yes,yes,Fell apart after 1 month,The screw that holds the two scissor blades together fell out. I screwed it back in but it will not hold together.  And now it is past the return window.,1,-,-,https://www.amazon.com/gp/customer-reviews/R37HMGMJ10LY5W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on May 6, 2024",Cheri,yes,yes,DOES NOT CUT WELL,I though I could trust this brand but I was very disappointed,2,-,-,https://www.amazon.com/gp/customer-reviews/RKL8AS5V7635X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on January 24, 2024",WiseMan,yes,yes,Great if you want to only cut with the front half of the blade...,"Not much else to say. I'm returning the scissors. They are very cheap (cost-wise), but how useful are scissors where only half of the blades can cut regular paper?",2,-,-,https://www.amazon.com/gp/customer-reviews/R3FY3PSM6H7NSJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on December 13, 2023",Learner123,yes,yes,These will BREAK.,"After a year of use , the break into pieces. The plastic cracks.It's a shame to put good titanium blades into low quality plastic handles. Must have been an accounting decision",2,-,-,https://www.amazon.com/gp/customer-reviews/R32CMX0PQ4DKSK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on November 22, 2023",Happiertoday,yes,yes,Identical finger openings,Sharp. However the openings for fingers are both same size. The thumb hole should be bigger. It’s irritating to use when thumb gets stuck every use.,2,-,-,https://www.amazon.com/gp/customer-reviews/R29QWNFMJJKUTC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on October 20, 2023",Klljguujbgj,yes,yes,So-so,They worked OK. Kind of flimsy,2,-,-,https://www.amazon.com/gp/customer-reviews/R3S00MM4SRYX2X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on October 11, 2023",Darcie,yes,yes,Don't last very long.,"One pair broke 3 months in and totally broke at 5 months. They did not receive daily use, maybe used a few times per week.",2,-,-,https://www.amazon.com/gp/customer-reviews/ROZH8MWCRPAAV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
